,author,poem,keywords
257,alejandra-pizarnik,Sombras de los días a venir,dormir respiración me mañana cenizas con llenarán memoria al vestirán aprenderé a muro alba flores en de que boca sueña un la animal NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
258,alejandra-pizarnik,Si te atreves a sorprender,partirá clepsidras seguramente sed esfinges si formando rostros bebe verdad tu ausencia atreves sorprender vieja una sus probablemente manos presencia a que pared la te fisuras vendrá de y desgarraduras esta para NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
259,alejandra-pizarnik,Se fuga la isla,ahora descubrir vuelve noche tormento viento sometido fuego isla navegante infinito muerte rompe horror muro purifica muchacha como carne fuente la en escalar que máscara piedra profeta a del de poesía halla fuga hoja perdidas pájaro civilización el y es caída se NaN NaN NaN NaN NaN NaN NaN NaN
260,alejandra-pizarnik,Los trabajos y las noches,loba ofrenda sustentarme emblema amor sed puro mi noche significar sido toda reconocer nunca he bosque nuevo cuerpos sueño errar inocente palabra decir único de en un la no los el para NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
261,alejandra-pizarnik,18,verme silencio hablas cosas poema enterado como del un no de para las NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
262,alejandra-pizarnik,Y es siempre el jardín de lilas del otro lado del río,lilas si lejos alma otro responderá siempre pregunta del no río jardín queda sino de este lado aquel y es el se le NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
263,alejandra-pizarnik,En la mano crispada de un muerto,inalcanzable tristeza muerto busca sed vaso mano loco crispada siempre memoria que la en un de niño el NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
264,alejandra-pizarnik,Peregrinaje,bruma muerto desesperanza risa vuela azul náufraga mano soledad prisionera confié cortan llamado mi olas dichosa viento enojado verdugas deseo mudez hacia rompiendo guardianes muerte nombre verdadero silencio alas cartas cuando mis pero infierno brujas música ser pájaros nunca flores con llamé al he como mundo a que la en
265,alejandra-pizarnik,Solo un nombre,alejandra estoy debajo yo NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
266,catulo,Hola muchacha sin nariz pequeña,apenas lesbia acaso rumboso sudoroso bello eres nuestra corrompido contigo muchacha elegante ignorante hola rostro bella lengua pie ojos largos nariz tiempo comparan dice dedos amiga con a negros en que del formiano ni provincias de sin y pequeña se NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
267,catulo,El Varo a mí mío a sus amores,aparejarme catulo trajera malamente aparejara digo cierto sodomita importara dicen mamado llegamos afortunado esto agenciaste amores cayera foro respondí rectos verdad ella si espera me serapis distraído mi quiero hacerme desagraciada natural verme ocioso suplico bledo digno mas colocarse litera alguien insulsa cuando cuello pie pretores tan nosotros ungida pudiera
268,catulo,Pobre Catulo que dejes de hacer lo indebido,huye pobre triste ay catulo acudías rogará obstinada resite pasado eres acercará querer verdaderamente soles impotente espera mas cuando parecerás muchas mente dolerás cándidos amada ella resiste quiere besarás digas divertidas ahora decidido día perdido ves labios fulgieron ti soporta involuntaria indebido seas vida tu ya hacer bonita será quién
269,catulo,La goleta aquella que veis huéspedes,conocidísimo hórrida ímpetu habladora límpido amenazador tuya cástor impotentes recóndita bravo adriático bojedales lienzo esto vejece quietud si llegara origen ella su volar peinada incidiera citoro citoria otro dedica menester menudo espesura cíclades amo dioses ahora silbido pie tanto hechos júpiter palas preterirla litoral tracia naves antes oh ti melena
270,catulo,Preguntas cuántos a mí besares,tuyos catulo libisas sepulcro besares lesbia calla bato amores fascinarlos bastante beses curiosos sagrado muchas ven tantos furtivos besos percontar cuan cirene cuando noche preguntas muchos arenas vesano bastantes yace malvada júpiter flagrante grande laserpiciosa lengua oráculo cuantas estrellas tú sobra con a que entre en mí la ni o
271,catulo,A quién dono este agradable nuevo librito,árida osaste laboriosos ítalos pómez pliegos virgen pulido librito explicar creer cuando doctos ello júpiter dure ti mis agradable cual tiempo ya algo dono siglo quién patrona solías cornelio por como a que perenne tú ten nuevo con en sea un son tres de más único tonterías recién y entonces
272,catulo,Plañid oh las Venus y los Deseos,tenebregoso muerto suyos pajarito quitasteis devoráis rojecen seductoras pobrecito camina llorar suya sola bonitas plañid amaba mi hinchaditos tan orco mas madre camino ella bonito hay su alrededor me venus saltando deseos cesar oh ahora regazo tinieblas pipiaba meloso ojillos todas delicias vuelva tu sus ojos al malas mal a
273,catulo,Flavio las delicias tuyas a Catulo,yaces callarlas callar catulo circunvolución clama guirnaldas fragante aprecias suerte tuyas amores verso agitada esto viudas olivo almohadón bolsas si su tan llamar haces febriculosa sirio quiero delicias flavio cielo persistir dinos malo ramera noches cual pero inelegantes sirve sé lecho tengas tu confesar agradable ti callado lomos lo al
274,catulo,Veranio de todos mis amigos,tuya plegándome besaré dichosos costumbre alegre casa dichoso veranio unánimes hay trescientos penates nuncios madre veré todos antepuesto agradable venido miles hechos oh incólume iberos cuello suavemente mis ti tu vieja amigos lugares narrando hermanos oiré ojos como yo qué has a mí que te más la de tus cuántos
275,catulo,Pajarito delicias de mi niña,esforzada ardor ceñidor consuelito nostalgia pajarito dolor contigo aquiete tristes amado mi tan incitar dedo su manzana grave pudiera cuando dorada delicias cuidados creo al soltó tiempo seno atado sé yema dar jugar gusta tú ánimo con apetece a yo que por cuentan mordiscos largo aliviar acres en tener niña
276,catulo,Vivamos mi Lesbia y amemos,conturbaremos envidiarlos vivamos dormirla estimemos dame amemos soles lesbia sepamos besos muere tantos viejos severos mi cuando mil nosotros hay muchos ciento noche as cesar rumores todos morir malvado nuestra breve miles vez otros luz una después perpetua un en que sepa nos son ningún no volver a de segundo
277,jaime-sabines,Dice Rubén,golpean pobre naufragio supervivencia existencia menguada alma muro mucho dios hay nuestra creer golpe siglo nuestros esa eternidad su memoria antes saber dice pienso yo una quiere dos lugar veinte estar lo por frente a tabla en cargar más un que entre pelea la no puños está rubén prolongación hombres
278,jaime-sabines,Pequeña del amor,expiras afligida perfumas sollozar melancolía seguirte apenas anhelar angustia sándalo voy matarse conmueve queriendo soy amor tan virgen conmueven herida voz gestos representando todo saberlo sabes espera hablas ardida siente quiere me desprendida conmueves día toda esa salida vida fría suicida torpe contar reacciones ya tu mirada que tú puedes
279,jaime-sabines,Cantemos al dinero,cómpralas tuyo cómprala absuelve pagar amamanten milagro curarla llave calumniado vara jocunda amor soy crimen eres fuerte limpio comprar hermosas abre cristiana si mas necesario bolsa me trabajo quieres hay resistencias enferma isla navidad quiere su maravilloso uníos instrumento pan otra innecesario vida multitud adoración lengua injusticia vivir ubres tengo
280,jaime-sabines,Los amorosos,lloran olvidan despiden entregándose caminan callan llorando temblorosos hinchan dolorosamente triste tembloroso tierna insaciables dándose dicen amorosos inagotable alacranes verídicamente aman cantar amor irse dormir locos duermen asfixiarlos fino mano coger oscuridad aprendida bajo costilla hermosa espanto abren silencio su resignarse labios saben si canción día dios sábana otra todo
281,jaime-sabines,Tarumba,muerta pezuñas voy sabes mirando zapatos quiero viento vas miedo mi me luna suelo tarumba sé abuela tu ti tengo saber araña luz parece aquí como yo vienes a lo ir eso va por llover estar pared hojas tú con has moscas en entre bien mí papeles hormigas la padre
282,jaime-sabines,Algo sobre la muerte del mayor Sabines  Segunda Parte,grito apagas obscuramente sombra rodeamos estalla lumbre arriba naufraga infamias perlas corre derrumbe incesante levantamos escarba amanece trigal enhiesta sombras hundida llorar resucita quietas desolada invisible hipo dolor mirando sangre golpeas negro mojada lentamente oye baja degollados marea apuñalara remontas veta cansancio horas ido tragara mira amor sentir remolino casa
283,jaime-sabines,No es nada de tu cuerpo,descarriada triste dulcísima diminutos nuestro suave beso pétalo asfixia ciego muslos sangrantes espalda voces pelo pechos tu mis nuestra flecha tercos grano brizna vientre cuerpo fuego ni día bebo paz luz avispas tampoco lengua ojeras ojos brazos al entierro ombligo aire olor muerte sueño mirada humedad ese duros piel fosa
284,jaime-sabines,La cojita está embarazada,trabajosamente anda viendo dulce mira creciera disimular llorar su canción rosas limpio pero embarazada mirada si vientre creo punto agrandaron ellos repente ojos cojita ahorita toda sus pie gente quién blancos vuelven cantándose alegra sabe una frente ríe mueve cosas a como qué la está en yo que veces derecho
285,jaime-sabines,Qué putas puedo,soy dulces pastores voluntad mis mirar ganas flaca buena tan rebelde todo mi academia tengo puedo tarumba si quieren hacerlo adorador almas remolino uniformados larga ojos vendedores lengua podridos brazos inteligentes imbéciles con hacer qué poesía arte por ni que entre en comunismo sino la no poetas o bandido santo
286,jaime-sabines,Te desnudas igual que si estuvieras sola,flirtearme pronto ceremonioso hallarnos soy engañas descubres risa quiero amor siento prohibido hago si sola conmigo desnudas escalofrío miedo tu cuando me estás frió tibio corte pienso yo como pones esposo sábanas queremos tengo nos desconocido a después que igual en te entre un solos de la entonces pasó y
287,jaime-sabines,Vieja la noche,sombra milagro martirio pecho luna adentro mi hueco amor mueven noche entretanto me su locos estrella entro cuando lento hay breve cuerpo vieja frío largo siglos brazos buscan hace qué cae viejo yo como mío busco sólo del la en desde ausente de un corazón antiguo fríos no y se
288,jaime-sabines,Adán y Eva,alegrará menudos acude golpean conocíamos arriba dueles enardeciéndote mirarla encienden empujándome aprisa negra desatado sombra derramarse mirara bambúes instantáneas enfurece ayer caminan voy sonoramente arden conoceremos galopar caen golpeadas rayos ah echaste contigo ávidamente treparme soy huyen anoche mirar callarme pudre temblando dulce vamos cantar cayéndose negro rama mojados horas
289,jaime-sabines,Los días inútiles,díganle sapos andando platicando escarbando digo amor tanta calla pecho me sabias cansa ternura asfixia lenta hay su garganta hablan esperanza fantasmas siente cuando quiere recita mugre fracasada almas versos asco vaya sobre familiares lentos hacer aquí muertes hocico pone olvida pie idiota creciendo alma avergüenza quién lodo costra como
290,jaime-sabines,Tlaltelolco 68,instauramos llore muerto ignominia semidesnudos hoy magnánimos caeremos chulísimos impacienta confiaremos escupen aprestaba dulces cómicas acribillados generosos nuestro piso metralla desalmados perdonaremos usted certeramente criminal tropel suyo crimen respetables pasado agujereados gallardamente social vamos jubiloso ordenaremos blanco ciertamente azul alquimistas sangre partes nuestra terror 6 rosa mexicanos respetuosos salpica nosotros
291,jaime-sabines,Así es,llanto muérete triste pronto amorosos sangre odio sorda ah destruirse estupor ciegos partes cierto verdad estamos mi ahogándome parturienta herido vayan si importan jaime ésos muerte vida multitud feo embrocado aquí gente mula tenemos nacido siglos todas valen testaruda vez rodea al frío aun mueran como con por nadie a
292,jaime-sabines,Cuando tengas ganas de morirte,morirte muérete borregos alborotes ganas frijoles almohada hermosa pan cuando ya bajo vida mil tengas tanto comer dos esconde carne mujer cabeza cuatro verás cuenta qué quédate días la no sin de y es NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
293,jaime-sabines,Me tienes en tus manos,tuyo dolor persigo dulce milagro soy eres amor mi sacrifico hablarte si quiero ignoro digo aprendo horas soledad casa dices sabes conmigo higo lees me ti amigo tu estás nombre muerte cuando tienes manos ojos haces mujeres yo lo distante todas mujer esperas cosas sitio tú libro fueras como arribo
294,jaime-sabines,Yo no lo sé de cierto,despiertan une cierto llenando penetran amor uno saben quieren día piensan luz su matando ven sé pero todo silencio otro dice sobre algo yo desnudos poco lo hace tierra van como cuerpos dentro brazos están una supongo mujer que les a al cualquier un algún solos la en ojo no
295,jaime-sabines,Pasa el lunes,recorriéndolo sombra seguirse pronto enfermo decirla dormir borrachera jueves siento martes ocultamente dolerse enamorado rehacerte sombras horas sangre febrero aturdido ampararnos cansancio revolcarse verdad plantado recitar ventana amar lunes lujuria marzo esperar mirarás hermosa recuperarte estoy ternura ayuntar obscuridad dios viernes cuando aprendemos hice quiera preguntarse cayendo necesitamos diciembre abrir
296,jaime-sabines,Te quiero porque tienes,lloro sombra apagada interrogas soy enterraste yerba cicatriz acaso sangre estoy beso urgente leche amor luna raya falta partes pétalo viendo duermes esto quiero mi me estás brazo toalla día respuesta completa cuando alma otro amo cuarto quizás hora esa tu cerrado mis cintura recoge ya ti cuerpo pero mancha
297,jaime-sabines,Mi corazón emprende,tuyo entrarte arrulla atravesarte angustia retoño palpita emprende morirnos sangre agonizante suave sed beso ternura edades soy odio arpa mi oscurecido penetrarte veneno partes entretenida nace abierta estoy flecha abre ahora tarde quiero entrar madre conocerte ven todo encima arde me honda grano luz lomo senos viaje ti otro cada
298,jaime-sabines,Esta mañana imaginé mi muerte,balazo caro despeñado me lloré vida mi rato luego tuve muerte buen sentí poco vacas mejor por bueno lástima está gobierno coche en lo hablé de cadáver del mañana imaginé que la un o y esta el NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
299,jaime-sabines,Te quiero a las diez de la mañana,desaparecemos irremediablemente quererte acostamos metemos distraen horas sordamente odiarte mucho siento digo mi quiero amor alma cuando trabajo odio ti eres mis dios convencen lluvia tarde nosotros venga otro tardes pensar diario vuelvo me hay entera instante todo dicen ello luego tengo yo durante hambre estás día cuerpo pero tiempo
300,jaime-sabines,Miss X,enamorada sombra llanto burrito triste dibuja ayer pronto yerba tierno mojada capa deshace alegre tristeza ídolos suave beso ah usted ama mi mano tarde cansa me ahora amante menuda entrando su madrugada bajo esperanza anduvimos veré equis paja tan quiere amada esa lleno viento mordidas hombros honda breve infinita pelo
301,jaime-sabines,Te desnudas igual,flirtearme pronto soy engañas hallarnos ceremonioso risa quiero amor descubres hago siento si prohibido conmigo desnudas sola escalofrío me cuando estás tu miedo cómo corte pienso sábanas pones tibio tengo queremos yo esposo como nos frío después desconocido igual a que en entre te un solos de la entonces pasó
302,jaime-sabines,A la casa del día,yerbas entramos casa maniquíes vamos tarumba iguales danza entra día muchachas todos desvelados entran vendernos vida seguros olor caballos tú poeta mal yo cosas con a agente gentes música un la de del aires sol el y policía NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
303,cesar-vallejo,Los mineros salieron de la mina,agolpáronse airente portentoso arriba ojazos tácitos suyos venideras socavón escalera yerba fajaron imbuidos mirando óxidos rústica insomnes llorar bajar infinitos loor profundo liquen ígneos profundidad cielo abajo crezcan amarillura abriendo voces cuero corales tristes nervios síntoma corrosivos yunques aparatos su temple trístidos saben calzados nupciales infantiles estampidos naturaleza función polvos
304,cesar-vallejo,Tiempo tiempo,heriza lomismo padece nombre aburrida reposo cancionan estancado guárdame era vano piensa tiempo achica llama día cuartel mediodía bomba cuanto escarbando que gallos caliente conjuga ser claro qué relentes en del boca aun entre nos de mañana el presente para se NaN NaN NaN NaN NaN NaN NaN NaN NaN
305,cesar-vallejo,Quién hace tanta bulla,aquilatará mantillo impertérrita temprano alcatraz abozalada tarde mortal grupada bulla querer hialóidea tesórea párase espalda simple tanta seis bemoles cada brinda calabrina quién i van soberbios guano será hace equilibrio poco consideración salobre por a que insular cuanto islas mejor en testar deja más península un la sin del líquido
306,cesar-vallejo,Los pasos lejanos,semblante pasea cruje apacible despierta hoy bulla dulce suave duerme restañante tarde baja madre soledad sabor lejos mi amor ahora reza si tan verde su ala viejos figura hay cerca salida ellos saboreando blancos huida algo adiós amargo huertos quebrado hogar ya dos augusto pie caminos noticias va yo ausculta
307,cesar-vallejo,He soñado una fuga Y he soñado,suspirado aurora muelle cuello ahoga constelado ajuar escala proa hora madre una frescas dando seno unas sus alcoba siempre dispersos largo matitas verdura he encajes quince lo a la un en fuga soñado de que tus años y alguna el para se NaN NaN NaN NaN NaN NaN NaN NaN
308,cesar-vallejo,El poeta a su amada,dormiremos llorado sombra excelsa beso difuntos dulce cantado reproches alegre oficiado mi sepultura amada hermanitos mirado nuestra amargura juntos labios noche ofenderte septiembre moriremos su hay viernes tocado muerte verdes ya tu me nuestros pausas tanto crucificado ojitos dos ese muy habrán he curvados una sobre pena como tú nos
309,cesar-vallejo,Sauce,llorando aullando indolente rezan agoreras ilusiones lirismo veloz aurora ignotas luna tristes éter mortal muriente timbres tarde rumor mi herida aceros curvará voces ruta caridad vayan crespones entierro guadañas cuando mis tumba despedida adiós vida propia canciones cavarán pronta cerca partida ya óleos con mientras precio que una a en
310,cesar-vallejo,Y si después de tantas palabras,sucumbimos sombra valdría casa coman cielo tanta vivimos sobrevive claro tiniebla verdad si nuestra otro todo mucha hacia palabras uno su dos astros pañuelo cuando tenemos luego apagar tantas peine francamente sencillas ya ponerse alas miran vivir nacido desastres buenas primeras altura muerte sus como da pájaros acabemos propios cavilar
311,cesar-vallejo,Bordas de hielo,embriagada ondea vaporcito partirá traicionan rubios sangre rojo lejos tarde estrella pasar pañuelo vientos verte labio todos día jarcias dos tiempo capitanes siempre tu adiós ojos crueldad quien darán yo orden mujer días partido que seré a en son encantado tus fríos un de vengo la brevísimo habrá hasta pasó
312,cesar-vallejo,Donde nunca llegaremos,arriban llegase andando iros cerrad estarse puerta espejo rama fila colonizarle entreabierta cualquieraparte verdad lejos pestillos muere sentimiento horizonte mi me nuestro color instante puro mas su reversos entrevisto sé do rato cada par hermana vida pelo uno pie cerrar ya nunca menos sellos siempre sitio ese van va será
313,cesar-vallejo,Desnudo en barro,batracios piedad nómada descuelga febriles azul crudísimo abortan rubios camina visajes ciego horas amor dromedario ventura negras lúgubres sahara gris verso nervios lleno voces pedradas labio día tira hilo nuestros tu tanto nieve tumba suben van siglos sustancia sexo quién al gastados fosforece ya murió tú ser crueles atrae poeta
314,cesar-vallejo,Himno a los voluntarios de la república,lloro infaustas infortunado muerto encadenado llorando devorado desgraciarme mendigo apagan arrastraban arriba cojeando desfila calzándote pudisteis contemplemos hoy tullidos atisbo descúbrome déspotas mudos ansias ayer atmosféricas entrelazándose liberador ajustarán corre trabajarán pestaña soberanamente voy edad españas cruel palpitando mendigos órbitas martirio ceñido dinamiteros incesantes redoblar vinierais acéfalos abrazadas aliento contraseñas
315,cesar-vallejo,Medialuz,suspirado aurora muelle cuello ahoga constelado ajuar escala proa hora madre una frescas dando seno unas sus alcoba siempre dispersos largo matitas verdura he encajes quince lo a la un en fuga soñado de que tus años y alguna el para se NaN NaN NaN NaN NaN NaN NaN NaN
316,cesar-vallejo,Espergesia,triste sombra enfermo féretro soy metafísico desenroscados diciembres joroba hay saben verso mi me mastico dios tísica claustro grave vivo preguntona paso silencio hermano fuego gorda día vientos musical escucha díos todos eneros denuncia luz malo lindes diciembre oscuro chirrían ese nací misterio desierto sintetiza sinsabor vaya aire palpar yo
317,cesar-vallejo,Masa,echose acudieron muerto acercaron rodearon clamando muriendo triste ay repitiéronle combatiente lentamente ruego amo hacia abrazó vuelve incorporose valor tanto hermano quinientos emocionado poder amor vida andar millones dos pero mil veinte todos muerte vio fin dijo batalla contra siguió primer cien mueras individuos al tierra les con él vino
318,cesar-vallejo,Romería,lilas enfermo lágrima dulce vamos pasos hostil muertas amor golpe lutos paso enfermos juntos tarde ala soldado nosotros pálidas muestra pasamos risas todo amada cruzaron ondulan horrenda ópalos cada anima almas salen heroica vida sé heridas pero cual luz nuestros borde ungida frágil sus pureza desplaza muy sueño caer aceite
319,cesar-vallejo,Yeso,llorando cantarás lirismo bajel apenas dándose dolerme dolor croquis mi primavera azotará rojo amar lejos enlutada kerosene vibrar muere clavo mas olas amada recuerdos sangriento arde aviado nardos arderán riguroso noche todo silencio eros alma labio hornillo buen pagano ya tu corsario mucho cierra vestido seno horizontal al eva aquí
320,cesar-vallejo,El pan nuestro,encadenada volaron pobre llorando trasciende triste soy pobres pestaña quedos viñedos sangre matinal acaso nuestro fresco darme ayuno dánoslo golpe carreta cruzada tocar ladrón tan pan santas si levantéis desayuno día todos mi pienso sé desclavadas amada hora otro saquear dos aquí cada mis pedacitos arrastrar horno todas quisiera manos
321,cesar-vallejo,Avestruz,melancolía beben dulce azul sangre sanguijuela secarme pastan mi basta tiesto viejos ayunos quiero amargura pico su labio cuando regado hay cebes mis puñales abra extrajera acabes ya burla tu saca pájaros vida luz desnuda trigos bajado ojos quién otros cruz gran yo dentro que a mujer en él tenga
322,cesar-vallejo,Los dados eternos,jugaremos llorando pobre tomádote hoy brujos suerte fúnebres maestro sorda aplau pensativo ases estoy entusiasmo hueco si prada dios me velas roído sepultura surgirán noche pan todo obscura hay oh vivo barro prenderás manuel selecta dos mis tu universo fermentada pero muerte sido pesa ya sufre costado al supieras condenado
323,cesar-vallejo,La rueda del hambriento,dádmela dadme resuena pasado arrojada agachándose ésa tirada otra palito digna esto me pan calcárida mi insulto sola camisa ahora reposarse siquiera váca madre solamente sirve esa pujando extraña algo ya cogido muy horrendo causa verdadera voces pantalones pero favor miseria torcida conciencias dando mis sucia andar saca tengo rota
324,cesar-vallejo,Absoluta,sombra rociada excelsa ay cantado entreabre desdén bronco mano espacio amor color suntuoso ahora oh agosto mas dios hay latido anclado riego cómo ropa julio todos muerte contra plenitud festín tiempo pino irreductible ritmo doncella uno hombros quemada lo miel al puedes olor una resinoso arruga he proclive linderos 1
325,cesar-vallejo,Deshojación sagrada,llorando azul dulce luna eres dolorida sombras mi piensa volar vaga alocado llena roja trágicamente popa hacia gualdas vas celeste corona gitano cual bogas derrotada ópalos dispersos vez holocaustas tú versos fuerza vino copa a una dentro esmeraldas qué tal vano deshojando que por testa en inmensa te un de
326,cesar-vallejo,Entre el dolor y el placer median tres criaturas,preguntará triste ay dolor veras negro espacio hay si inmutable me mi exacto mira investido sentido tan temporal principia alma pero avanza usa muro día mucho hilo cuales tu ánimo fin al una lo corresponde placer eternidad por quién despedida tú criaturas yo frente instantáneo puntillas que median a criatura
327,cesar-vallejo,Amada en esta noche tú te has crucificado,dormiremos llorado sombra excelsa beso difuntos cantado dulce reproches oficiado alegre sepultura mi benditos amada hermanitos clara mirado nuestra juntos amargura noche labios ofenderte moriremos septiembre hay muerte viernes su tocado tu ya me pausas nuestros crucificado tanto dos habrán muy curvados ese una sobre pena como tú nos ojos
328,cesar-vallejo,Al fin de la batalla,echose acudieron muerto acercaron rodearon clamando muriendo triste ay repitiéronle combatiente lentamente ruego amo hacia abrazó vuelve incorporose valor tanto hermano quinientos emocionado poder amor vida andar millones dos pero mil veinte todos muerte vio fin dijo batalla contra siguió primer cien mueras individuos al tierra les con él vino
329,cesar-vallejo,Comunión,humillara ondea ayer látigo azul rosado negro sangre espumante raicilla cabello sed mi lejos alondras bajar venas plasmados beatífico tu eternamente heráldicas murientes ignota linda blancos ahogué sus luz cual llegan ensueño cuerpo infinito ya champaña vivir dos al redentores caminos siempre castas brazos ramos lo arranques ser imposible una
330,cesar-vallejo,Piedra negra sobre una piedra blanca,muerto hoy pegaban aguacero jueves recuerdo corro lluvia me soga soledad verme camino húmeros tengo mi palo día versos daban ya todos vuelto todo haga vallejo cual testigos duro como será con otoño caminos vez jamás solo les he mala puesto proso tal una césar sin a en días huesos
331,cesar-vallejo,Mayo,palpitante vierte cencerro sahúma chispea lucero ofrendando pobre alientos chivatear fragantes floreciente leños encrespa brioso crepúsculo llora yaraví aurora otoñales hebraica corre fecunda zagala hombro yugo pastora azul esculpidos rosicler rastrojo bravo andrajo rojo duerme pura broncíneos ternura aletear rosa sepia labrador dulzor calmoso sabor mano aroma brinde choza hoz
332,cesar-vallejo,gape,muerto olvidan puerta hoy alegre echan ganas tarde pedido si puertas tan salido me tardes sé venido aquí gritar luces pasan poco vida todos algo mis visto pedirme preguntarme da señor ajeno preguntar menos toma como rostro nadie qué todas manos con mal una alma a he queda yo cosa
333,cesar-vallejo,A mi hermano Miguel,hoy escondiste sombra contigo triste inquietarse oye riendo casa conmigo falta estoy aburrido llorar jugábamos me hermano ahora espero ocultarte fondo pero hora haces noche agosto tu vespertinas ya oraciones ocultas juego alma zaguán tardes como todas al antes alborear esas des después estabas tú yo extintas vez escondo corredores
334,cesar-vallejo,Verano,muerta triste aletea sepulcro devotamente renace responso amatistas bendecir pasarás voy llorar llores llegara rosa tarde muere levanta setiembre aros lejos oros mi encargo pecado muertos si regarás todo me pide manitas balcones dios surco su ya todos alto mis tardes rotos verano alma mucho tengo siempre novios bendita tu
335,cesar-vallejo,Epístola a los transeúntes,convalece convalezco sufro cántaros alarmados sonriendo tormentos alumbrará derrumbe ásperamente muera reanudo digo lúgubre pasos solidario desfile pedazos apoye su mi noche ala descanso brazo abajo ladrillo me piojos lenguaje maletas isla convulsiva cuando escrituras tanto labios sufriendo tiempo clausure alma freno capitolio día inmensidad vida mis cuerpo existido dos
336,cesar-vallejo,Cuídate España de tu propia España,verdugo aman suyo devora cante calaveras tibias cielo muertos pesar negárate martillo futuro tu hoz antes ciento propia nuevos héroes vivos negó leal gallo españa aire del después indiferente tres cuídate come acá a cadáveres de más veces que allá república por sin tus la poderosos te víctima los el
337,cesar-vallejo,Me moriré en París con aguacero,muerto hoy pegaban aguacero jueves recuerdo corro lluvia me soga soledad verme camino húmeros tengo mi palo día versos daban ya todos vuelto todo haga vallejo cual testigos duro como será con otoño caminos vez jamás solo les he mala puesto proso tal una césar sin a en días huesos
338,cesar-vallejo,Los nueve monstruos,grito llanto muerto ignoramos llorando látigos carcajadas triste deciros sones yerba desdicha pronto dolor arremetió martirio aloca ah eccehomo lechos sed hambre tanta oída desgraciadamente mortal resultas barbas campanadas purísima dolernos sufrir estoy carnívora sufrimiento pecho minutos razones lejos hora doloroso ardio lagartija truenos pan vertical vaso cánticos doblemente su
339,cesar-vallejo,La copa negra,sombra silbo piafan negra ah negro vibrante oye roces ella mi ganas ahogo guardia noche féretro onda si loto me oh fuiste mujerzuela instinto sentido diáfano mis ti cómo cuando cual astral cáliz caer beber mal arcilla tú ya he sobre alfiler con doler aun eso pantanoso carne tierra hace
340,cesar-vallejo,Los heraldos negros,heraldos pobre sangrientos palmada odio hombro manda vuelve locos fuerte cristos empoza vivido pocos charco puerta atilas hondas dios abren ellos si sé blasfema todo alma fuertes tan potros pan hay crepitaciones esos vida muerte lomo culpa fiero rostro cuando serán mirada destino horno golpes sobre pero oscuras resaca empozara
341,mario-benedetti,Ahora todo está claro,albedrío consecuencia atributo libre diestro significa opuesto internacional flanco antizurdo izquierdos evidente hora iniciáramos derecho parece cuando campaña tanto preocupa una por humanos derechos presidente carter ese que fin caso facultad al sería amplia sino en no de o corazón el los lado se NaN NaN NaN NaN NaN NaN
342,mario-benedetti,Incitación,crepúsculo pobre asombrado sombra asombras celebren duerma astucia suerte siento disparate inexperta suasoria madurez probamos espera amor calle sola brutal oferta pesar busque habilidad si rescate conjuro votiva mi ahora gloria doblego sabremos me entorne quiero su cuando futuro noche breve tentativa empezar oscuro agobios nosotros puerta convierta cómo muro
343,mario-benedetti,A tientas,barrunto nostalgias necio iluminen vislumbre imprudente afrentas vacilante ciego añadidura amores oxidada opaca lentamente retrocede enfrentada absurdo espejo otra rostros noche importan tacto incertidumbre adelanta lluvia introduce avanza sonrisa futuro insepultos seguridad baranda horario pero convictos contramano confesos recompensa residuales consuelo búsqueda siempre destino uno propia vez distancia manos tientas
344,mario-benedetti,Buenos días Gabriel,triste risa insumisa abismo pesar fuiste encaraste invernadero prisa dios empezar olas gente su detonaste jovial tu muerte especialista ti cuidar junto pesquisa uno semillero fiel con tantos ya al puso humilde ingeniero amparo mundo ánima espejismos simplemente topó cero viejo ráfagas escribiste solas en bomba tres a más sin
